codigo_do_material,codigo_de_venda,descrição_do_material,peso_liquido,peso_bruto,comprimento,largura,altura,volume_x
50122520,37923,EKOS FRESCOR DES PITANGA AMARELA 150ML,127.5,345.31,57,57,189,614.06
50122495,37900,NATURE LIVRO DAS INVENCOES 2012,1,130.1,63,63,63,250
50122494,37899,NATURE CAIXA PRESENTE CRIANCAS 2012,1,70.9,73.84,73.84,73.84,402.57
50122487,37921,EKOS LENCO UMEDECIDO PITANGA 15UN TERC,36,50.7,150,70,23,241.5
50122486,37920,EKOS RF OLEO TRIF DES PITANGA AMAR 200ML,200,222,71.8,38.5,160.7,444.223
50122483,37836,EKOS OLEO DES ILUMINAD BURITI 200ML TERC,200,210.91,48.5,48.5,168.5,396.35
50122430,37902,CPV CADERNO 2012,280,283,84.11,84.11,84.11,595
50122422,37858,EKOS CREME PENTEAR MANT CACAU 150ML FR,147,170.617,66,51,150,504.9
50122420,37857,EKOS MASCARA HID PROF CACAU CAB 200G FR,200,269.034,94.8,94.8,58.5,525.74
50122409,37845,EKOS DESOD FRESCOR MADEIRA EM FLOR 150ML,127.5,345.873,57,57,189,614.061
50122392,37855,EKOS POLPA HID CORPO ACAI 400ML FR,400,451.686,74.2,74.2,183.6,1010.83
50122390,37853,EKOS POLPA HID CORPO BURITI 400ML FR,400,453.3,74.2,74.2,182.3,1003.68
50122383,37837,EKOS DESOD SPRAY MATE VERDE 100ML,87,136.64,66.5,37.5,135,336.65
50122320,37833,TODODIA SABONETEIRA MACA E FRAMBOESA,1,44.608,70.36,70.36,70.36,348.26
50122281,37828,AGUAS DESOD COL JABUTICABA 25ML TERC,21.25,70.15,33.5,33.5,93,104.37
50122241,37839,HUMOR 1 OLEO DESOD CORPORAL 150ML TERC,150,182.32,55,52.5,149,430.238
50122238,37804,LIVRETO AUTO DIDATICO PERFUMARIA,1,54.39,60.82,60.82,60.82,225
50122171,29619,TODODIA HID BANHO MACADAMIA 300ML TERC,309,321.078,61.75,61.75,144,549.081
50122170,37796,TODODIA SAB LIQ PERO MACADAMIA 300M TERC,300,336.27,61.75,61.75,144,549.081
50122150,37761,NAT HOMEM GEL FIXADOR PARA CABELOS 100G,100,128.75,41,55,165,372.075
50122119,37852,EKOS MANTEIGA ESFOL CACAU 200ML FRANCA,200,271.288,94.8,94.8,58.5,525.74
50122116,37849,EKOS POLPA HID MANTEIGA CACAU 200G FR,200,271.288,94.8,94.8,58.5,525.74
50122113,37846,EKOS NECTAR HID CRP MARACUJA 400ML FR,400,453.3,74.2,74.2,182.3,1003.68
50122096,37800,TODODIA DES HID CRP MACA FRAMB 200M TERC,193.8,224.53,49,49,148,355.348
50122093,37427,TODODIA SAB LIQ JASMIM 300ML TERC,300,334.711,61.75,61.75,144,549.081
50122082,37774,NAT HOMEM BOLSA TERMICA NATAL 2012,1,189.5,110.52,110.52,110.52,1350
50121989,32542,NATURE SAB MULTIPACK INFANTIL 4UN LATAM,360,396.81,145.5,70,70,712.95
50121985,31683,FACES BLUSH COMPACTO ROSA MLF LATAM,3,21.9,53,20,53,56.18
50121982,31696,FACES SOMBRA TRIO TERRA MLF LATAM,1.8,21.51,53,20,53,56.18
50121981,31701,FACES SOMBRA TRIO PEDRAS MLF LATAM,1.8,21.51,53,20,53,56.18
50121980,31697,FACES SOMBRA TRIO FLORES MLF LATAM,1.8,21.51,53,20,53,56.18
50121975,37831,NAT HOMEM HIDRATANTE SPRAY CORPORAL TERC,151.93,207.977,70.35,70.35,70.35,348.233
50121937,37734,SINTONIA DESOD COL MASC VELOSTER 100ML,85,308.73,167,55,53,486.805
50121935,37732,FACES DESOD COLONIA BELA 65ML,55.25,221.423,36,36,182,235.872
50121895,37727,EKOS AMOS HID POLP MAOS CAST 1X8 FR EXP,8,8.67,65,4,103,26.78
50121889,37672,PLANT SPRAY BRILHO PROT REALCE COR TERC,88.36,112.86,50,35,192,336
50121829,37710,PLANT RF MASCARA COND PROLON ALISAM TERC,285,292.5,33,216,103,734.184
50121827,37712,PLANT RF COND EFEITO LISO TERC,285,301.907,33,216,103,734.184
50121826,37713,PLANT COND EFEITO LISO TERC,294.5,331.253,50.5,50.5,195.5,498.57
50121825,37714,PLANT RF SH EFEITO LISO TERC,306,308.732,33,216,103,734.184
50121824,37715,PLANT SH EFEITO LISO TERC,303,343,50.5,50.5,195.5,498.57
50121744,37637,KIT PERF 10 DM MADEIRA II C 15 2012 TERC,51.2,79.63,100,45,55,247.5
50121743,37640,KIT PERF 9 DEMO MADEIRA I C 15 2012 TERC,51.2,80.02,100,45,55,247.5
50121741,37639,KIT PERF 7 DM ADOCICADO I C 15 2012 TERC,23.8,71.08,100,45,55,247.5
50121740,37636,KIT PERF 6 DEMO FLORAL II C 15 2012 TERC,23.8,64.23,100,45,55,247.5
50121663,32383,TODODIA HID DESOD CRP JASMIM 400ML,434,458.052,61.6,61.6,209,793.063
50121659,37635,KIT PERF 5 DEMO FLORAL I C 15 2012 TERC,23.8,71.81,100,45,55,247.5
50121658,37634,KIT PERF 4 DEMO FRUTAL C 15 2012 TERC,30.916,87.93,100,45,55,247.5
50121655,37631,KIT PERF 1 DEMO CITRICO C 15 2012 TERC,30.916,98.27,100,45,55,247.5
50121635,37770,ESSENCIAL DESOD PARFUM MASC 50ML,42.5,178,66,39.5,107.5,280.25
50121617,37723,PLANT RF SH CACHOS TERC,306,308.811,33,216,103,734.184
50121616,37724,PLANT SH CACHOS TERC,303,335.838,50.5,50.5,195.5,498.57
50121615,37533,EKOS HIDR BANHO LEITE CASTANHA 200ML FR,197,234.361,49,49,168.5,404.57
50121602,37619,EKOS CREME PENTEAR DES BURITI 150ML,147,183.162,66,51,150,504.9
50121581,37615,EKOS OLEO TRIF MARACUJA ROXO 200ML,200,224.765,48.5,48.5,168.5,396.354
50121579,37612,EKOS NECTAR HIDRAT MADEIRA EM FLOR 250ML,252.5,290.5,66.1,66.1,154.5,675.04
50121574,37549,AQUARELA GLOSS LABIAL COR 34,7.35,23.58,19.5,19.5,122,46.39
50121573,37548,AQUARELA GLOSS LABIAL COR 33,7.35,23.58,19.5,19.5,122,46.39
50121572,37547,AQUARELA GLOSS LABIAL COR 32,7.35,23.58,19.5,19.5,122,46.39
50121540,37545,FOTOEQ LOCAO PROTETORA FACIAL FPS60 50ML,52.5,75.21,56,31,94,163.184
50121539,37546,FOTOEQ LOCAO PROTETORA FACIAL FPS30 50ML,52.5,75.21,56,31,94,163.184
50121481,41906,SOU DEMO HIDRAT PELE SECA,202,210.5,143,93,30,398.97
50121480,33722,SOU HIDR DES CORPO PELE EXTRA SECA 200ML,202,210.5,143,93,30,398.97
50121469,41905,SOU HIDR DES CORPO PELE SECA 200ML,202,210.5,143,93,30,398.97
50121466,38765,SOU SABONETE LIQ FRESCOR 200ML,205.5,214,143,93,30,398.97
50121454,33570,SOU CONDICIONADOR CAB DANIF 200ML,203,211.5,143,93,30,398.97
50121452,33567,SOU CONDICIONADOR CAB NORMAL 200ML,203,208,143,93,30,398.97
50121433,37532,EKOS MANTEIG ESFOL CASTANHA  200G FR EXP,200,269.034,94.8,94.8,58.5,525.742
50121432,37529,EKOS CREME PES CASTANHA 75ML FR,75,97,48,36,131,226.37
50121431,37528,EKOS POLPA ESFOLIANTE PES CASTAN 60ML FR,60,83.277,48,36,127,219.46
50121409,37527,EKOS POLP NUTR MAOS UNHAS CASTAN 75ML FR,75,95.761,48,36,131,226.37
50121337,37531,EKOS RF POLPA CORPO CASTANHA 400ML FR,400,433.764,79,47,207.7,771.19
50121336,37530,EKOS POLPA CORPO CASTANHA 400ML FR,396,452.61,74.2,74.2,182.3,1003.68
50121334,37535,EKOS LEITE PENTEAR CASTANHA 100ML FR TER,114,120.07,42.5,42.5,119.3,215.49
50121326,37479,EKOS SH CASTANHA 300ML FR,309,343.154,55.1,55.1,192.7,585.04
50121322,37475,EKOS SH CACAU 300ML FR EXC,300,340.904,55.1,55.1,192.7,585.04
50121320,37473,EKOS SH PITANGA 300ML FR EXP,300,329.4,55.1,55.1,190,576.842
50121317,37470,EKOS SB LIQ CORP CAB MAT VD 250ML FR EXC,300,343.81,53,53,176,494.38
50121286,37465,EKOS SH MARACUJA 300ML FR,309,340.909,55.1,55.1,192.7,585.04
50121151,37424,EKOS SAB LIQUIDO CASTANHA 250ML FR EXP,250,289,53,53,176,494.38
50121148,37421,EKOS SAB LIQUIDO CACAU 250ML FR EXC,250,288,53,53,176,494.38
50121146,37419,EKOS SAB LIQUIDO PITANGA 250ML FR EXC,250,289,53,53,176,494.38
50121144,37417,EKOS SAB LIQUIDO MARACUJA 250ML FR EXP,250,289,53,53,176,494.38
50121142,37415,EKOS SAB LIQU MAOS MARACUJA 250ML FR,252.5,298.093,66.1,66.1,155.8,680.72
50121100,37375,SOU KIT SAB CR HID PELE SECA C09 12,292,442,144,72,144,1.492.992
50121079,37379,EKOS SAB BARRA SORT CR 4UN 100G FRANCA,400,424.064,117,77,52,468.47
50121077,37378,EKOS SAB BARRA BURITI ESF 100G FR EXP,100,102.51,52,85,29,128.18
50120902,37358,FACES SOMBRA TRIO PLUMAS,1.8,21.467,53,20,53,56.18
50120899,37374,EKOS OLEO TRIFASICO ACAI 200ML FR,200,224.176,48.5,48.5,168.5,396.35
50120898,37373,EKOS RF OLEO TRIFASICO CACAU 200ML FR,200,222,71.8,38.5,160.7,444.22
50120897,37372,EKOS OLEO TRIFASICO CACAU 200ML FR,200,223.332,48.5,48.5,168.5,396.35
50120896,37370,EKOS RF OLEO TRIFASICO PITANGA 200ML FR,200,222,48.5,48.5,168.5,396.35
50120894,37367,EKOS RF OLEO TRIFASICO MARACUJA 200ML FR,200,219.248,48.5,48.5,168.5,396.35
50120798,37364,EKOS FRESCOR ACAI 150ML FR,150,348.27,57.5,57.5,192.5,636.453
50120797,37363,EKOS FRESCOR DE PITANGA 150ML FR,150,348.27,57.5,57.5,192.5,636.4
50120795,37361,EKOS FRESCOR DE MARACUJA 150ML FR,150,348.27,57.5,57.5,192.5,636.4
50120794,37360,EKOS FRESCOR CASTANHA 150ML FR,150,348.27,57.5,57.5,192.5,636.4
50120403,25989,FOTOEQ LOC PROT BEBE FPS60 50ML LATAM,52.5,75.211,56,31,94,163.184
50120402,25974,FOTOEQ PROT LAB HIDR FPS60 5G LATAM TERC,6,15.47,19,19,68,24.548
50120401,25974,FOTOEQ PROT LABIAL HIDR FPS60 5G OI TERC,6,15.47,19,19,68,24.548
50120400,25981,FOTOEQ LOC PROT FACIAL FPS60 50ML LATAM,52.5,75.211,56,31,94,163.184
50120370,35686,FACES GLOSS CEREJA TERC,3.5,12.6,20,20,88,35.2
50120367,37076,FACES LENCO DEMAQUILANTE LISTRAS TERC,30,43.901,120,81,21,204.12
50120366,37074,FACES GLOSS MAXXI BRILHO MACA XADREZ,8,15.1,25,25,83,51.875
50120365,37075,FACES GLOSS MAXXI BRILHO LARANJA XADREZ,8,15.1,25,25,83,51.875
50120364,37073,FACES SOMBRA TRIO SUCESSO,1.8,21.51,53,20,53,56.18
50120363,37072,FACES SOMBRA TRIO ESTILO,1.8,21.51,53,20,53,56.18
50120359,35685,FACES GLOSS PINK TERC,3.5,12.6,20,20,88,35.2
50120313,37068,COLECOES EAU DE PARFUM MADEIRA MASC TERC,42.5,333,95,95,79,712.98
50120311,37067,COLECOES EAU DE PARFUM MADEIRA FEM TERC,42.5,333,95,95,79,712.98
50120310,37066,COLECOES EAU DE PARFUM ADOCICADO MASC TE,42.5,333,95,95,79,712.98
50120308,37065,COLECOES EAU DE PARFUM ADOCICADO FEM TER,42.5,333,95,95,79,712.98
50120306,37063,COLECOES EAU DE PARFUM FLORAL MASC TERC,42.5,333,95,95,79,712.98
50120304,37064,COLECOES EAU DE PARFUM FLORAL FEM TERC,42.5,333,95,95,79,712.98
50120303,37062,COLECOES EAU DE PARFUM FRUTAL MASC TERC,42.5,333,95,95,79,712.98
50120300,37061,COLECOES EAU DE PARFUM FRUTAL FEM TERC,42.5,333,95,95,79,712.98
50120298,37060,COLECOES EAU DE PARFUM ERVAS MASC TERC,42.5,333,95,95,79,712.98
50120297,37057,COLECOES EAU DE PARFUM ERVAS FEM TERC,42.5,333,95,95,79,712.98
50120295,37058,COLECOES EAU DE PARFUM CITRICO MASC TERC,42.5,333,95,95,79,712.98
50120294,37059,COLECOES EAU DE PARFUM CITRICO FEM TERC,42.5,333,95,95,79,712.98
50120209,37085,FACES SOMBRA TRIO OURO INSPIRADORA,1.8,21.789,53,20,53,56.18
50120090,36976,FOTOEQ LOCAO PRO FACIAL FPS30 50ML LATAM,52.5,75.211,56.5,26.5,95.5,142.98
50120042,36938,AQUA RF PO COMPAC MARROM ESC 50,6.5,32.1,90,16,92,132.5
50120041,36937,AQUA RF PO COMPAC MARR CLARO 48,6.5,32.1,90,16,92,132.5
50120040,36935,AQUA RF PO COMPAC BEGE CAST 46,6.5,32.1,90,16,92,132.5
50120027,36889,AQUA BASE 3EM1 FPS12 BEGE CASTANHO 34,12.5,38.6,54,30,53,85.86
50120023,36893,AQUA BASE LIQ FPS8 MARROM ESCURO 24,25,39.3,33,33,107,116.523
50120022,36891,AQUA BASE LIQ FPS8 MARROM CLARO 22,25,39.3,33,33,107,116.523
50120021,36932,AQUA BASE LIQ FPS8 MARROM MEDIO 21,25,39.3,33,33,107,116.523
50120012,36975,AQUA DUO SOMBRAS VERDE E AZUL 02,3,19.6,55,18,55,54.45
50120011,36974,AQUARELA DUO SOMBRAS ROSA PRETO 01,3,19.6,55,18,55,54.45
50119992,36900,AQUA SUPERMASCARA CILIOS PRETA,15.8,32.7,25,25,116,72.5
50119969,36901,AQUA DUO SOMBRAS LILAS E ROSA 04,3,19.6,55,18,55,54.45
50119968,36931,AQUA DUO SOMBRAS MARROM E DOURADO 03,3,19.6,55,18,55,54.45
50119926,36941,AQUA BATOM HIDRATANTE FPS8 ROSA 18,3.5,20.3,24,24,71,40.9
50119713,36798,CHRONOS RF HIDRA ANTISSINAIS 70+ 30ML FR,30,45.8,60,60,38,136.8
50119711,36803,CPV CAMISETA INFANTIL MASC 2012 TAM 10,119.24,127.24,84,84,84,592.704
50119710,36804,CPV CAMISETA INFANTIL MASC 2012 TAM 8,108.3,116.3,84.58,84.58,84.58,605
50119709,36802,CPV CAMISETA INFANTIL MASC 2012 TAM 6,103.4,111.4,84,84,84,592.704
50119708,36800,CPV CAMISETA INFANTIL FEM 2012 TAM 10,102.1,110.1,78,78,78,474.552
50119707,36801,CPV CAMISETA INFANTIL FEM 2012 TAM 8,96.3,104.3,78,78,78,474.552
50119702,36799,CPV CAMISETA INFANTIL FEM 2012 TAM 6,91.2,99.2,78.84,78.84,78.84,490
50119605,36794,AQUARELA QUARTETO BLUSH COR 01,5,46.1,76,20,76,115.52
50119604,36793,AQUARELA LAPIS OLHOS COR 17 TERC,1.3,8,15,15,140,31.5
50119603,36792, AQUARELA LAPIS OLHOS COR 16 TERC,1.3,8,15,15,140,31.5
50119602,36791,AQUARELA SEXTETO COR 5,3.6,44.7,76,20,76,115.52
50119601,36790,AQUARELA SEXTETO COR 4,3.6,44.7,76,20,76,115.52
50119600,36789,AQUARELA SOMBRA DUO COR 12,1.9,22.5,53,18,53,50.562
50119549,36788,AQUARELA SOMBRA DUO COR 11,1.9,22.5,53,18,53,50.562
50119548,36787,AQUARELA BATOM RENDA SOL FPS8 COR 62,4,22.9,26,26,69,46.64
50119547,36786,AQUARELA BATOM RENDA SOL FPS8 COR 61,4,22.9,26,26,69,46.64
50119546,36785,AQUARELA BATOM RENDA SOL FPS8 COR 60,4,22.9,26,26,69,46.64
50119545,36784,AQUARELA BATOM RENDA SOL FPS8 COR 59,4,22.9,26,26,69,46.64
50119024,35674,KAIAK PULSO DES ANTITR ROLL ON 75ML TERC,84.2,122.724,52,50,108,280.8
50119008,36602,NAT UNA KIT PINCEIS VIAGEM TERC,1,33.73,60,10,146,87.6
50118726,36548,FACES BLUSH COMPACTO ROSA VIBRANTE,3,21.9,53,20,53,56.18
50118724,36545,FACES LAPIS DELINEADOR OLHOS AZUL TERC,0.8,6.3,15,15,106.5,23.962
50118624,36544,AGUAS DEMO DES COL POMAR CITRI FEM 4ML,3.4,10,15,15,55,12.375
50118623,36543,AGUAS AMOS DES COL POMAR CITRI FEM 3U1ML,2.55,10.189,180,5.5,90,89.1
50118602,36538,SEVE AMOST HIDRAT DESOD CORP INVERNO,15.68,29.973,50.94,50.94,50.94,132.182
50118600,36540,SEVE VEG HIDRAT DESOD CORP INVERNO 200ML,153,247.832,76,53,125,503.5
50118435,36438,FOTOEQ LOC PROT SPRY FPS30 120ML LATAM,121,151.047,68.9,30.6,138,290.95
50118434,36437,FOTOEQ LOC PROT SPRY FPS15 120ML LATAM,121,151.047,68.9,30.6,138,290.95
50118428,29894,FACES GLOSS MAXXI BRILHO MORANGO TERC,8,15.1,25,25,81,50.63
50118427,29893,FACES GLOSS MAXXI BRILHO GROSELHA TERC,8,15.1,25,25,81,50.63
50118426,29891,FACES GLOSS MAXXI BRILHO AMORA TERC,8,15.1,25,25,81,50.63
50118425,29890,FACES GLOSS MAXXI BRILHO CACAU TERC,8,15.1,25,25,81,50.63
50118424,29889,FACES GLOSS MAXXI BRILHO MELAO TERC,8,15.1,25,25,81,50.63
50118423,29888,FACES GLOSS MAXXI BRILHO UVA TERC,8,15.1,25,25,81,50.63
50118422,29885,FACES GLOSS MAXXI BRILHO LICHIA TERC,8,15.1,25,25,81,50.63
50118411,36434,FACES CAIXA NAMORADOS 2012,1,34,2.84,2.84,2.84,0.022
50118268,36399,HORUS VERDE DEMO DES COL M 1UN 4ML,8,9.9,15,15,55,12.38
50118266,36398,HORUS VERDE AMOST DES COL M 3UN 1ML,5.1,10.396,60,10,77,46.2
50118264,36397,EKOS SABONETE MASSA MATE VERDE 100G TERC,100,103.456,65,30,104,202.8
50118061,35024,TODODIA DES ROLLON LEITE ALGOD 70ML TERC,72,119,50,52,108,280.8
50117985,36293,TODODIA AMOS DES SPRAY CORP SORT 3UN 1ML,2.55,10.4,60,10,77,46.2
50117984,36292,TODODIA DEMO DES SPRAY COR MACADAMIA 4ML,5.6,10.094,15,15,55,12.38
50117983,36291,TODODIA DEMO DES SPRAY CORP FRT VERM 4ML,5.6,10.094,15,15,55,12.375
50117982,36290,TODODIA DEMO DES SPRAY CORP ALGODAO 4ML,5.6,10.094,15,15,55,12.38
50117959,36161,BIOGRAFIA SH CABELO E CORPO 150ML TERC,153.62,191.53,66,51,150,504.9
50117910,36278,NAT UNA AMOSTRA DESOD 3UN 1ML,5.1,10.396,180,5.5,90,89.1
50117872,36277,SINTONIA DESOD MASC NOITE SPRAY RF 100ML,88.3,109.232,61,23,117,164.15
50117848,36282,CHRONOS RF POLITENSOR DE SOJA 30+ NOITE,50,65.57,60,60,38,136.8
50117847,36286,CHRONOS POLITENSOR DE SOJA 30+ NOITE,50,132.3,75,75,50,281.25
50117777,36284,SR N AMOSTRA DESOD COL AMBAR 4ML,3.17,10,15,15,55,12.375
50117749,36274,NATURA UNA 75ML DEO PARFUM,63.75,379.393,70,70,112,548.8
50117709,36231,AMO CANETA PARA ESCREVER EM VIDRO,1,45,52,52,52,140.6
50117682,36229,CAIXA DE PRESENTE G PAIS 2012,1,134.45,72.78,72.78,72.78,385.44
50117662,36240,TODODIA HID DES CORP BERG FRES400ML TERC,400,456.499,61.6,61.6,209,793.06
50117632,36181,EKOS SAB BARRA ESF ANDIROBA 100G INT EXP,100,103.456,52,85,29,128.18
50117631,36180,EKOS SAB BARRA CREM CAST 100G UN LATAM,100,101.81,65,30,104,202.8
50117580,30856,NAT HOMEM SHAMPOO 2 EM 1 PAIS 2012 TERC,200,247.8,67,51,177,604.809
50117579,36165,LUA DEMO DES COL FEM 4ML.,3.4,10,15,15,55,12.375
50117578,36164,SOL DEMO DES COL FEM 4ML.,3.4,10,15,15,55,12.375
50117577,36163,LUA AMOSTRA DES COL FEM 3UN 1ML.,2.55,10.2,180,5.5,90,89.1
50117576,36162,SOL AMOSTRA DES COL FEM 3UN 1ML.,2.55,10.2,180,5.5,90,89.1
50117541,6417,MMBB COLONIA SEM ALCOOL 100ML COM AMOSTR,104,149.398,65,55,105,375.375
50117531,36160,NAT HOMEM MOCHILA PAIS 2012,1,256.7,110.5,110.5,110.5,1349.23
50117479,31402,TODODIA HIDR DES CORPO ORQUI 400ML TERC,416,457.116,61.6,61.6,209,793.063
50117477,36159,SINTONIA CARTEIRA MAGICA PAIS 2012,30,34.95,37.61,37.61,37.61,53.179
50117453,35016,SR N CREME DE BARBEAR NAO ESPUMANTE TERC,80,110.7,48,36,165,285.12
50117449,36166,TODODIA AMOST HID CORP BERG FRES 4UN10ML,40,57.298,65,17,170,187.85
50117442,36052,SOU SABON BARRA CREMOSIDADE 5X90G TERC,460.75,485,95,57,135,731.02
50117349,36051,SOU SABON BARRA FRESCOR 1X90G TERC,92.15,94,100,60,25,150
50117335,36161,BIOGRAFIA SHAMPOO CABELO E CORPO 150ML,153.62,191.53,66,51,150,504.9
50117304,22432,AMO SAB BARRA REFRESCANTE 100G LATAM,200,223,87,33,125,358.87
50117211,36073,M&B NECESSARIE NATAL 2013,1,47.242,165,25,118,486.75
50117090,35868,NAT HOMEM AMOSTRA DES COL ELEMENTO 1ML,5.1,13.24,60,5.5,90,29.7
50117005,35871,EKOS AMOS MD POLP MAO CAST1UN8ML LATAM,8,10.83,65,103,0.5,3.3
50116658,34617,EKOS SAB LIQ ESFOL PITANGA 200ML LATAM,200,239.3,67,51,185,632.15
50116657,34616,EKOS SAB LIQ ESFOL MARACUJA 200ML LATAM,191,241.6,67,51,185,632.15
50116558,35686,FACES GLOSS CEREJA,3.5,12.6,20,20,88,35.2
50116557,35685,FACES GLOSS PINK,3.5,12.6,20,20,88,35.2
50116510,35682,SEVE DESOD CRP POS BANHO ROSA VIOL 200ML,180,221.16,76,53,125,503.5
50116437,34093,NAT UNA SOMB DUO AL CINT COR8 LATAM TERC,1.7,28,50,20,50,50
50116436,34092,NAT UNA SOMBRA DUO ALTA CIL COR 7 LATAM,1.7,28,50,20,50,50
50116435,34091,NAT UNA SOMBRA DUO ALTA CIL COR 6 LATAM,1.7,28,50,20,50,50
50116372,35838,EKOS OLEO DESOD TRIFASICO GUARANA 200ML,196.68,223.957,48.5,48.5,168.5,396.354
50116355,28175,ERVA DOCE RF SAB MAO PE VERD 250ML LATAM,250,290,71.4,39.7,191,541.4
50116353,26441,ERVA DOCE SAB EM CREME MAOS 250ML LATAM,257.25,324.239,94,94,101,892.43
50116321,35673,KAIAK AVENT DES ANTITR MASC ROLL ON 75ML,84.2,122.724,50,52,108,280.8
50116278,35756,CAIXA MASC NAMORADOS 2012,125,126.23,285,207,8,471.96
50116132,35781,NAT UNA SOMBRA DUO ALTA CIL COR 5 LATAM,1.7,28,50,20,50,50
50116131,35780,NAT UNA SOMBRA DUO ALTA CIL COR 4 LATAM,1.7,28,50,20,50,50
50116129,35749,NAT UNA SOMBRA DUO ALTA CIL COR 2 LATAM,1.7,28,50,20,50,50
50116033,35518,EKOS AMOS FRESC PITANGA 3UN 1ML LATAM,2.55,12.85,180,5.5,90,89.1
50116031,35502,EKOS AMOS HID NECTAR MARAC 1U8ML LATAM,8,15.14,65,4,103,26.78
50116030,35501,EKOS AMOS HID POLP MAOS CAST 1U8 LATAM,8,10.83,65,6,103,40.17
50115941,35496,TDIA HIDR DES PES BERG FRES 50ML,58.5,74.424,48,36,115,198.72
50115940,36240,TDIA HIDR DES CORP BERG FRES 400ML,400,457.242,61.6,61.6,209,793.06
50115831,35371,PLANT SELADOR PONTAS REVI POS QUIMI TERC,30.2,49.3,115,30,30,103.5
50115826,35369,PLANT CREME COND DIA NOIT REV POS Q TERC,144.75,190.922,44,44,190,367.84
50115823,35368,PLANT RF MASCARA COND REVIT POS QUIMICA,250,293.374,98,98,58,557.03
50115822,35367,PLANT MASCARA COND REVIT POS QUIMICA,250,338.674,100,100,58,580
50115821,35366,PLANT RF COND REVIT POS QUIMICA TERC,292.5,323.841,79.5,42.5,192.5,650.409
50115808,35364,PLANT RF SH REVIT POS QUIMICA TERC,301.5,327.509,79.5,42.5,192.5,650.409
50115786,35361,NAT UNA MASC ULTRA VOLUME NEGR WS LATAM,8,25,19,19,127,45.847
50115755,35351,FACES BATOM CORAL GLAMUROSO FLOR,3.5,17.8,23,23,62.5,33.063
50115754,35350,FACES BATOM PINK INFINITA FLOR,3.5,17.8,23,23,62.5,33.063
50115749,35349,FOTOEQ LOCAO BEBE FPS50+ LATAM,52.5,75.21,56,31,94,163.184
50115748,35348,FOTOEQ LOCAO FACIAL FPS50+ LATAM,52.5,75.21,56,31,94,163.184
50115743,35344,FOTOEQ HIDRT POS SOL 120ML LATAM,120,149.957,70,30,139,291.9
50115740,35341,FOTOEQ LOCAO FPS30 120ML LATAM,120,149.957,70,30,139,291.9
50115739,35340,FOTOEQ LOCAO FPS60 120ML LATAM,120,149.957,69.5,25.8,139,249.241
50115737,35338,FOTOEQ CRIANCA FPS60 120ML LATAM,120,149.957,69.5,25.8,139,249.24
50115626,35304,KIT MINI PERFUMARIA MASC NAMO 2012 TERC,85,400.5,102.41,102.41,102.41,1074
50115625,35303,KRISKA KIT NAMORADOS MINIATURA TERC,93.5,356.736,110.59,110.59,110.59,1352.48
50115565,35530,AMO CHAMEGO NAMO 2012 PAR DADOS DO AMOR,1,13.7,31.67,31.67,31.67,31.768
50115508,35262,REVELAR DEMO DESOD COL MOMENTOS 1UN 4ML,5.6,10.094,15,15,55,12.38
50115507,35261,REVELAR AMOST DESOD COL MOMENTOS 3UN 1ML,5.1,10.907,180,5.5,90,89.1
50115403,28569,PLANT CREME COND PARA PENTEAR TERC.,164,204.404,63,51,167,536.57
50115401,18801,PLANT CREME COND REVIT POS QUIM TERC.,165.75,211.02,44,44,190,367.84
50115400,21302,PLANT CREME COND CHOQ REG 170ML TERC.,165.75,212.017,63,51,167,536.57
50115394,35545,NAT UNA LUVA VELUDO MAES 2012,1,10.7,4.79,4.79,4.79,0.11
50114906,31590,FACES BATOM COBRE SHOW FPS8 TERC,3.5,17.8,23,23,62.5,33.063
50114905,31591,FACES BATOM VERMELHO PAIXAO FPS8 TERC,3.5,17.8,23,23,62.5,33.063
50114904,31585,FACES BATOM VERMELHO BEIJO FPS8 TERC,3.5,17.8,23,23,62.5,33.063
50114903,31586,FACES BATOM BOCA INCRIVEL FPS8 TERC,3.5,17.578,23,23,62.5,33.063
50114902,31587,FACES BATOM ROSA RITMO FPS8 TERC,3.5,17.8,23,23,62.5,33.063
50114901,31588,FACES BATOM ROSA MIMO FPS8 TERC,3.5,17.593,23,23,62.5,33.063
50114900,31589,FACES BATOM ROSA MANIA FPS8 TERC,3.5,17.658,23,23,62.5,33.063
50114839,35152,VOVO SAB LIQ CORPO 80G,76,100.05,43,43,112,207.1
50114836,35182,AGUAS NECESSAIRE  MAES 2012,1,49.28,20,50,98,98
50114835,19948,AQUARELA BATOM COR 18 TERC,4,22.9,26,26,69,46.64
50114834,19963,AQUARELA BATOM COR 12 TERC,4,22.9,26,26,69,46.64
50114833,20012,AQUARELA BATOM COR 11 TERC,4,22.9,26,26,69,46.64
50114832,20652,AQUARELA BATOM COR 8 TERC,3.5,22.9,26,26,69,46.644
50114831,20653,AQUARELA BATOM COR 7 TERC,4,22.9,26,26,69,46.64
50114830,20654,AQUARELA BATOM COR 6 TERC,4,22.9,26,26,69,46.64
50114809,20657,AQUARELA BATOM COR 4 TERC,4,22.9,26,26,69,46.64
50114796,35155,AGUAS DES COL LAV SENSUAL 150ML TERC,127.5,296.551,59.6,59.6,160.25,569.234
50114794,35154,AGUAS DES COL ROSAS VERMELHAS 150ML TERC,127.5,296.551,59.6,59.6,160.25,569.234
